Article Link,Article Name,DateTime,Site Name
https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jbGVlenl4anY0am_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvY2xlZXp5eGp2NGpvLmFtcA?hl=en-GB&gl=GB&ceid=GB%3Aen,Elon Musk wins record-breaking Tesla pay deal from shareholders,2024-06-15 09:34:08,bbc
https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jOXJyZTZud25wd2_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvYzlycmU2bnducHdvLmFtcA?hl=en-GB&gl=GB&ceid=GB%3Aen,Is Elon Musk worth his £44bn Tesla pay package?,2024-06-14 11:37:44,bbc
https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jZ3h3bHFlajBqam_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvY2d4d2xxZWowampvLmFtcA?hl=en-GB&gl=GB&ceid=GB%3Aen,Tesla shares jump after reports of Musk's China self-drive deal,2024-04-29 07:00:00,bbc
https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jcmdnazVydnFkMW_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvY3JnZ2s1cnZxZDFvLmFtcA?hl=en-GB&gl=GB&ceid=GB%3Aen,Tesla pay fight tests power of Elon Musk's mystique,2024-06-11 07:00:00,bbc
https://news.google.com/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02ODE1MDMwNtIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02ODE1MDMwNi5hbXA?hl=en-GB&gl=GB&ceid=GB%3Aen,Elon Musk sees $56bn Tesla pay deal cancelled in Delaware court,2024-01-31 08:00:00,bbc
https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9ja3I1cm1nMGQ1OG_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvY2tyNXJtZzBkNThvLmFtcA?hl=en-GB&gl=GB&ceid=GB%3Aen,Chinese electric car maker Nio unveils rival to Tesla's Model Y,2024-05-15 07:00:00,bbc
https://news.google.com/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02NjczNzUyNNIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02NjczNzUyNC5hbXA?hl=en-GB&gl=GB&ceid=GB%3Aen,BYD: The top electric car maker that is not Tesla,2023-10-19 07:00:00,bbc
https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jZzNxOTVlZG5xd2_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvY2czcTk1ZWRucXdvLmFtcA?hl=en-GB&gl=GB&ceid=GB%3Aen,Tesla whistleblower in legal battle over braking-safety concerns,2024-04-15 07:00:00,bbc
https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hcnRpY2xlcy9jNzJwdnoxOHg0bG_SATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYXJ0aWNsZXMvYzcycHZ6MTh4NGxvLmFtcA?hl=en-GB&gl=GB&ceid=GB%3Aen,Tesla profits cut in half as demand falls,2024-04-24 07:00:00,bbc
https://news.google.com/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02ODE4MzQyMtIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02ODE4MzQyMi5hbXA?hl=en-GB&gl=GB&ceid=GB%3Aen,US recall says Tesla brake warnings were too small,2024-02-02 08:00:00,bbc
