Open,High,Low,Close,Adj Close,Volume,Ticker,Company,Date,Time
184.89999389648438,185.41000366210938,183.8699951171875,184.1199951171875,184.1199951171875,10433342,AAPL,Apple,2023-06-21,09:30:00
336.3699951171875,337.7300109863281,333.6300048828125,334.32000732421875,334.32000732421875,5706332,MSFT,Microsoft,2023-06-21,09:30:00
122.4000015258789,122.66000366210938,121.07959747314453,121.29889678955078,121.29889678955078,6264229,GOOGL,Google,2023-06-21,09:30:00
125.63999938964844,126.7300033569336,123.87000274658203,124.13009643554688,124.13009643554688,15059357,AMZN,Amazon,2023-06-21,09:30:00
43.382999420166016,43.61499786376953,42.33300018310547,42.63500213623047,42.63500213623047,14787136,NVDA,Nvidia,2023-06-21,09:30:00
283.5299987792969,284.0,280.1600036621094,282.8800048828125,282.8800048828125,3794721,META,Meta,2023-06-21,09:30:00
275.1300048828125,276.989990234375,265.1099853515625,267.7886962890625,267.7886962890625,63355834,TSLA,Tesla,2023-06-21,09:30:00
184.11000061035156,184.13999938964844,182.59010314941406,183.13999938964844,183.13999938964844,7350639,AAPL,Apple,2023-06-21,10:30:00
334.3299865722656,334.82598876953125,332.07000732421875,332.9801025390625,332.9801025390625,3318595,MSFT,Microsoft,2023-06-21,10:30:00
121.28500366210938,121.41000366210938,120.0999984741211,120.48999786376953,120.48999786376953,5033584,GOOGL,Google,2023-06-21,10:30:00
124.12999725341797,124.87999725341797,123.8499984741211,124.23999786376953,124.23999786376953,6966849,AMZN,Amazon,2023-06-21,10:30:00
42.63500213623047,42.717002868652344,42.07999801635742,42.5515022277832,42.5515022277832,9081371,NVDA,Nvidia,2023-06-21,10:30:00
282.885009765625,283.260009765625,278.3599853515625,279.5400085449219,279.5400085449219,3319968,META,Meta,2023-06-21,10:30:00
267.7500915527344,269.8944091796875,260.1400146484375,264.2699890136719,264.2699890136719,38460083,TSLA,Tesla,2023-06-21,10:30:00
183.1300048828125,184.0800018310547,183.0850067138672,184.06500244140625,184.06500244140625,4681627,AAPL,Apple,2023-06-21,11:30:00
332.9800109863281,334.4800109863281,332.29998779296875,333.69000244140625,333.69000244140625,2518807,MSFT,Microsoft,2023-06-21,11:30:00
120.48999786376953,121.20999908447266,120.45999908447266,121.04000091552734,121.04000091552734,2473050,GOOGL,Google,2023-06-21,11:30:00
124.23999786376953,125.16999816894531,124.12999725341797,124.88999938964844,124.88999938964844,4114120,AMZN,Amazon,2023-06-21,11:30:00
42.55699920654297,42.88800048828125,42.35700988769531,42.7760009765625,42.7760009765625,6753857,NVDA,Nvidia,2023-06-21,11:30:00
279.5799865722656,280.0799865722656,278.7300109863281,279.010009765625,279.010009765625,1626541,META,Meta,2023-06-21,11:30:00
264.260009765625,266.2799987792969,261.2900085449219,261.9031982421875,261.9031982421875,24087677,TSLA,Tesla,2023-06-21,11:30:00
184.07000732421875,184.33999633789062,183.8699951171875,184.1300048828125,184.1300048828125,3492541,AAPL,Apple,2023-06-21,12:30:00
333.6600036621094,334.57000732421875,333.4800109863281,333.6698913574219,333.6698913574219,1501630,MSFT,Microsoft,2023-06-21,12:30:00
121.04000091552734,121.24500274658203,120.5250015258789,120.5999984741211,120.5999984741211,2006974,GOOGL,Google,2023-06-21,12:30:00
124.8949966430664,125.2300033569336,124.62000274658203,124.7300033569336,124.7300033569336,3381968,AMZN,Amazon,2023-06-21,12:30:00
42.775421142578125,42.979000091552734,42.625999450683594,42.78850173950195,42.78850173950195,4951186,NVDA,Nvidia,2023-06-21,12:30:00
278.989990234375,279.8399963378906,278.760009765625,279.30999755859375,279.30999755859375,1756288,META,Meta,2023-06-21,12:30:00
261.885009765625,263.0,257.7799987792969,259.0899963378906,259.0899963378906,24049713,TSLA,Tesla,2023-06-21,12:30:00
184.1103057861328,185.11000061035156,184.11000061035156,185.10000610351562,185.10000610351562,3581891,AAPL,Apple,2023-06-21,13:30:00
333.6400146484375,335.2200012207031,333.5799865722656,335.2099914550781,335.2099914550781,1314182,MSFT,Microsoft,2023-06-21,13:30:00
120.5999984741211,121.26000213623047,120.47000122070312,121.18499755859375,121.18499755859375,2255043,GOOGL,Google,2023-06-21,13:30:00
124.7300033569336,126.19999694824219,124.66999816894531,125.91999816894531,125.91999816894531,5112357,AMZN,Amazon,2023-06-21,13:30:00
42.790992736816406,43.198997497558594,42.73999786376953,43.170997619628906,43.170997619628906,4789816,NVDA,Nvidia,2023-06-21,13:30:00
279.2900085449219,281.885009765625,279.0,281.82501220703125,281.82501220703125,1160832,META,Meta,2023-06-21,13:30:00
259.0718994140625,263.9700012207031,258.9700012207031,263.8599853515625,263.8599853515625,20497513,TSLA,Tesla,2023-06-21,13:30:00
185.10000610351562,185.19920349121094,184.3699951171875,184.5050048828125,184.5050048828125,3768476,AAPL,Apple,2023-06-21,14:30:00
335.2101135253906,335.7799987792969,334.1499938964844,334.1700134277344,334.1700134277344,1754995,MSFT,Microsoft,2023-06-21,14:30:00
121.19000244140625,121.33399963378906,120.7699966430664,120.7699966430664,120.7699966430664,2078456,GOOGL,Google,2023-06-21,14:30:00
125.91000366210938,126.05999755859375,125.05999755859375,125.09989929199219,125.09989929199219,4916093,AMZN,Amazon,2023-06-21,14:30:00
